Order_ID,Order_Date,Month,Year,Category_Type,Category,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O01786,8/18/25,August,2025,Appetizer,Burger,Veg Cheese Burger,1,12.35,12.35,5.18,1.36,5.81,Zomato,Cash
O01787,11/9/25,November,2025,Appetizer,Burger,Aloo Tikki Burger,2,12.84,25.68,9.76,2.7,13.22,Swiggy,Online
O01788,12/27/25,December,2025,Appetizer,Macaroni,Classic Mac,2,13.54,27.08,10.99,3.93,12.16,Swiggy,Card
O01789,10/2/25,October,2025,Main Menu,Sandwich,Classic Veg,3,17.08,51.24,19,8.77,23.47,Zomato,UPI
O01790,7/11/25,July,2025,Appetizer,Macaroni,Cheese Mac,1,6.9,6.9,3.06,1.17,2.67,Zomato,Cash
O01791,1/11/25,January,2025,Beverage,Juice,Mixed Fruit Juice,2,5.99,11.98,3.92,1.97,6.09,In-Store,Cash
O01792,5/25/25,May,2025,Appetizer,Burger,Veg Cheese Burger,4,12.88,51.52,17.44,10.04,24.04,Zomato,Cash
O01793,3/5/25,March,2025,Appetizer,French Fries,Loaded Fries,1,13.73,13.73,4.14,1.7,7.89,Zomato,UPI
O01794,2/9/25,February,2025,Main Menu,Pizza,Margherita,3,12.09,36.27,13.25,5.13,17.89,Swiggy,Card
O01795,10/29/25,October,2025,Appetizer,Burger,Paneer Burger,3,11.49,34.47,11.8,5.36,17.31,UberEats,Online
O01796,1/12/25,January,2025,Appetizer,Macaroni,Spicy Mac,2,10.26,20.52,7.65,2.7,10.17,Zomato,Cash
O01797,12/2/25,December,2025,Beverage,Hot Drinks,Green Tea,4,5.07,20.28,8.8,2.94,8.54,UberEats,Online
O01798,4/24/25,April,2025,Appetizer,French Fries,Cheese Fries,2,9.33,18.66,5.74,3.52,9.4,In-Store,UPI
O01799,10/1/25,October,2025,Beverage,Juice,Mixed Fruit Juice,2,6.22,12.44,4.78,1.41,6.25,Swiggy,Online
O01800,7/21/25,July,2025,Appetizer,French Fries,Salted Fries,2,13.31,26.62,8.75,3.84,14.03,In-Store,Card
O01801,1/13/25,January,2025,Appetizer,Burger,Spicy Bean Burger,2,12.53,25.06,10.39,3.47,11.2,UberEats,Online
O01802,2/25/25,February,2025,Beverage,Hot Drinks,Hot Chocolate,2,8.55,17.1,5.64,2.56,8.9,Zomato,Cash
O01803,10/15/25,October,2025,Main Menu,Sandwich,Classic Veg,2,17.7,35.4,11.29,6.32,17.79,Zomato,Cash
O01804,7/26/25,July,2025,Beverage,Hot Drinks,Cappuccino,4,6.41,25.64,8.77,4.44,12.43,Swiggy,Online
O01805,7/30/25,July,2025,Appetizer,French Fries,Cheese Fries,1,7.37,7.37,3.09,1.47,2.81,Zomato,Cash
O01806,12/19/25,December,2025,Beverage,Hot Drinks,Espresso,4,8.92,35.68,12.22,3.57,19.89,UberEats,Card
O01807,9/8/25,September,2025,Beverage,Hot Drinks,Hot Chocolate,1,8.67,8.67,2.64,1.32,4.71,Zomato,UPI
O01808,12/29/25,December,2025,Appetizer,French Fries,Salted Fries,2,10.49,20.98,7.47,3.53,9.98,Swiggy,Online
O01809,2/9/25,February,2025,Appetizer,Burger,Aloo Tikki Burger,1,9.17,9.17,3.7,1.29,4.18,Zomato,Cash
O01810,4/12/25,April,2025,Appetizer,Burger,Aloo Tikki Burger,1,9.32,9.32,3.7,1.28,4.34,In-Store,Online
O01811,11/17/25,November,2025,Beverage,Hot Drinks,Cappuccino,3,4.11,12.33,4.26,2.2,5.87,In-Store,Online
O01812,6/1/25,June,2025,Main Menu,Pizza,Peppy Paneer,2,12.42,24.84,10.52,2.74,11.58,UberEats,UPI
O01813,7/10/25,July,2025,Beverage,Juice,Mango Juice,4,7.98,31.92,11.97,5.97,13.98,UberEats,Card
O01814,7/10/25,July,2025,Beverage,Hot Drinks,Green Tea,3,7.39,22.17,9.85,2.5,9.82,In-Store,Card
O01815,3/11/25,March,2025,Main Menu,Pizza,Margherita,3,14.81,44.43,13.94,4.53,25.96,UberEats,Online
O01816,3/18/25,March,2025,Appetizer,Burger,Aloo Tikki Burger,1,6.87,6.87,2.26,1.25,3.36,UberEats,Card
O01817,12/22/25,December,2025,Main Menu,Pizza,Peppy Paneer,3,14.86,44.58,17.78,8.51,18.29,Swiggy,Cash
O01818,8/28/25,August,2025,Beverage,Juice,Orange Juice,3,4.99,14.97,4.58,1.64,8.75,UberEats,Card
O01819,11/18/25,November,2025,Main Menu,Sandwich,Paneer Tikka,3,11.53,34.59,11.54,4.64,18.41,UberEats,Online
O01820,6/6/25,June,2025,Appetizer,French Fries,Loaded Fries,1,10.19,10.19,4.49,1.55,4.15,UberEats,Card
O01821,10/31/25,October,2025,Main Menu,Veg Mania,Mushroom Magic,1,18.73,18.73,7.57,2.1,9.06,UberEats,Card
O01822,10/16/25,October,2025,Main Menu,Sandwich,Classic Veg,4,13.51,54.04,21.7,6.97,25.37,UberEats,UPI
O01823,11/12/25,November,2025,Beverage,Hot Drinks,Cappuccino,2,4.33,8.66,2.6,1.67,4.39,Zomato,Cash
O01824,4/21/25,April,2025,Main Menu,Sandwich,Cheese Chilli,2,14.06,28.12,9.51,3.17,15.44,Zomato,Online
O01825,6/15/25,June,2025,Main Menu,Veg Mania,Mushroom Magic,2,13.05,26.1,11,5.17,9.93,In-Store,Online
O01826,8/30/25,August,2025,Appetizer,Macaroni,Classic Mac,4,13.18,52.72,18.82,7.94,25.96,Zomato,Online
O01827,7/17/25,July,2025,Beverage,Hot Drinks,Hot Chocolate,4,5.57,22.28,9.11,4.3,8.87,UberEats,UPI
O01828,2/10/25,February,2025,Beverage,Juice,Mango Juice,1,4.82,4.82,2.1,0.65,2.07,UberEats,Card
O01829,10/14/25,October,2025,Appetizer,Macaroni,Veg Loaded Mac,3,8.88,26.64,11.03,3.79,11.82,Swiggy,Online
O01830,6/28/25,June,2025,Main Menu,Veg Mania,Corn Supreme,3,13.13,39.39,16.53,6.26,16.6,In-Store,UPI
O01831,8/6/25,August,2025,Main Menu,Sandwich,Classic Veg,3,15.48,46.44,20.27,5.12,21.05,UberEats,Card
O01832,1/6/25,January,2025,Main Menu,Pizza,Peppy Paneer,2,10.05,20.1,8.07,2.06,9.97,Zomato,Cash
O01833,6/8/25,June,2025,Appetizer,Burger,Paneer Burger,1,8.66,8.66,3.07,1.44,4.15,UberEats,Cash
O01834,5/20/25,May,2025,Main Menu,Club Veg,Corn & Mayo Club,3,13.91,41.73,18.29,8.26,15.18,In-Store,Cash
O01835,12/27/25,December,2025,Appetizer,Macaroni,Classic Mac,1,10.98,10.98,4.93,1.21,4.84,Swiggy,Online
O01836,11/20/25,November,2025,Appetizer,Macaroni,Cheese Mac,4,7.04,28.16,11.8,3.06,13.3,In-Store,Cash
O01837,7/9/25,July,2025,Main Menu,Sandwich,Cheese Chilli,4,17.58,70.32,21.46,9.28,39.58,Zomato,Cash
O01838,3/3/25,March,2025,Main Menu,Pizza,Margherita,1,16.05,16.05,6.29,2.72,7.04,UberEats,Cash
O01839,5/23/25,May,2025,Main Menu,Veg Mania,Corn Supreme,3,11.08,33.24,10.64,6.27,16.33,UberEats,Card
O01840,7/7/25,July,2025,Beverage,Juice,Mixed Fruit Juice,4,4.82,19.28,7.01,2.7,9.57,In-Store,Cash
O01841,4/9/25,April,2025,Beverage,Juice,Watermelon Juice,1,5.68,5.68,1.73,0.98,2.97,Swiggy,Card
O01842,1/23/25,January,2025,Appetizer,French Fries,Peri Peri Fries,1,12.37,12.37,4.53,1.26,6.58,In-Store,Card
O01843,1/2/25,January,2025,Appetizer,Macaroni,Veg Loaded Mac,2,10.08,20.16,7.37,3.6,9.19,Swiggy,UPI
O01844,10/18/25,October,2025,Beverage,Juice,Mixed Fruit Juice,4,6.6,26.4,11.25,4.27,10.88,Swiggy,Cash
O01845,4/4/25,April,2025,Beverage,Juice,Mango Juice,1,4.14,4.14,1.25,0.61,2.28,UberEats,Cash
O01846,1/6/25,January,2025,Main Menu,Club Veg,Corn & Mayo Club,1,12.4,12.4,3.8,1.49,7.11,Swiggy,Card
O01847,12/15/25,December,2025,Beverage,Juice,Mango Juice,3,5.69,17.07,7.15,2.76,7.16,UberEats,Cash
O01848,12/28/25,December,2025,Appetizer,Burger,Paneer Burger,2,11.12,22.24,8.69,3.1,10.45,Zomato,UPI
O01849,4/26/25,April,2025,Main Menu,Club Veg,Veggie Club Special,3,18.67,56.01,18.25,5.93,31.83,Zomato,UPI
O01850,12/24/25,December,2025,Appetizer,Macaroni,Classic Mac,4,7.48,29.92,9.9,4.31,15.71,In-Store,UPI
O01851,7/6/25,July,2025,Appetizer,French Fries,Loaded Fries,4,12.6,50.4,20.44,7.86,22.1,Zomato,Cash
O01852,7/17/25,July,2025,Main Menu,Sandwich,Classic Veg,2,11.11,22.22,8.73,4.01,9.48,UberEats,UPI
O01853,6/25/25,June,2025,Beverage,Hot Drinks,Espresso,3,7.93,23.79,8.15,2.78,12.86,Zomato,UPI
O01854,8/28/25,August,2025,Appetizer,Burger,Aloo Tikki Burger,2,10.86,21.72,9.19,3.38,9.15,Zomato,Online
O01855,8/28/25,August,2025,Beverage,Hot Drinks,Hot Chocolate,1,6.34,6.34,2.74,0.66,2.94,In-Store,Cash
O01856,12/26/25,December,2025,Main Menu,Club Veg,Triple Cheese Club,2,18.72,37.44,14.86,6.85,15.73,Zomato,Online
O01857,6/21/25,June,2025,Appetizer,French Fries,Salted Fries,4,12.82,51.28,21.25,9.4,20.63,Zomato,UPI
O01858,3/25/25,March,2025,Appetizer,French Fries,Peri Peri Fries,1,13.14,13.14,4.04,1.52,7.58,Swiggy,Online
O01859,8/22/25,August,2025,Beverage,Hot Drinks,Green Tea,4,4.66,18.64,5.62,3.03,9.99,In-Store,Card
O01860,7/11/25,July,2025,Beverage,Hot Drinks,Green Tea,1,7.25,7.25,3.03,1.17,3.05,In-Store,UPI
O01861,4/30/25,April,2025,Beverage,Juice,Mixed Fruit Juice,4,4.78,19.12,7.71,3.07,8.34,In-Store,UPI
O01862,7/25/25,July,2025,Beverage,Juice,Mango Juice,2,6.34,12.68,4.13,1.56,6.99,Zomato,UPI
O01863,12/24/25,December,2025,Beverage,Juice,Mango Juice,2,6.12,12.24,4.27,1.94,6.03,Zomato,UPI
O01864,2/16/25,February,2025,Appetizer,Burger,Paneer Burger,3,12.64,37.92,14.17,7.49,16.26,In-Store,Online
O01865,8/24/25,August,2025,Main Menu,Sandwich,Cheese Chilli,3,15.95,47.85,21.22,8.45,18.18,Zomato,UPI
O01866,2/11/25,February,2025,Main Menu,Sandwich,Cheese Chilli,3,17.46,52.38,21.91,8.93,21.54,In-Store,Cash
O01867,5/6/25,May,2025,Main Menu,Club Veg,Triple Cheese Club,4,14.5,58,24.42,7.93,25.65,In-Store,Card
O01868,2/21/25,February,2025,Appetizer,French Fries,Loaded Fries,1,12.8,12.8,4.87,1.86,6.07,Zomato,Online
O01869,7/12/25,July,2025,Appetizer,French Fries,Peri Peri Fries,1,6.03,6.03,1.87,0.6,3.56,Swiggy,Online
O01870,6/12/25,June,2025,Main Menu,Pizza,Peppy Paneer,4,13.44,53.76,18.95,7.81,27,UberEats,Online
O01871,7/21/25,July,2025,Beverage,Juice,Watermelon Juice,4,4.24,16.96,5.9,1.98,9.08,In-Store,Cash
O01872,11/8/25,November,2025,Main Menu,Sandwich,Paneer Tikka,4,13.78,55.12,18.63,6.77,29.72,UberEats,UPI
O01873,1/1/25,January,2025,Beverage,Hot Drinks,Espresso,4,4.65,18.6,6.33,3.16,9.11,Zomato,Card
O01874,4/7/25,April,2025,Main Menu,Sandwich,Paneer Tikka,1,18.72,18.72,6.18,2.97,9.57,In-Store,Cash
O01875,7/16/25,July,2025,Beverage,Juice,Mixed Fruit Juice,4,8.31,33.24,12.07,3.96,17.21,Zomato,UPI
O01876,7/18/25,July,2025,Beverage,Hot Drinks,Espresso,4,7.64,30.56,11.07,3.88,15.61,UberEats,Online
O01877,3/25/25,March,2025,Appetizer,French Fries,Salted Fries,1,11.23,11.23,3.81,1.78,5.64,In-Store,Cash
O01878,12/18/25,December,2025,Beverage,Juice,Mixed Fruit Juice,4,8.92,35.68,11.33,6.37,17.98,Swiggy,Card
O01879,3/7/25,March,2025,Beverage,Hot Drinks,Green Tea,3,4.58,13.74,5.63,2.64,5.47,Swiggy,Online
O01880,12/10/25,December,2025,Appetizer,Macaroni,Classic Mac,2,11.91,23.82,8.51,4.66,10.65,UberEats,Online
O01881,11/21/25,November,2025,Main Menu,Pizza,Peppy Paneer,3,19.62,58.86,24.36,9.02,25.48,In-Store,UPI
O01882,7/6/25,July,2025,Main Menu,Sandwich,Classic Veg,1,19.53,19.53,7.14,2.97,9.42,In-Store,Cash
O01883,1/4/25,January,2025,Appetizer,French Fries,Cheese Fries,1,6.12,6.12,1.86,0.65,3.61,Zomato,Online
O01884,1/25/25,January,2025,Appetizer,Macaroni,Classic Mac,3,13.26,39.78,16.14,4.32,19.32,Swiggy,Online
O01885,7/7/25,July,2025,Main Menu,Club Veg,Spicy Club,3,16.54,49.62,17.8,7.39,24.43,In-Store,UPI
O01886,6/1/25,June,2025,Main Menu,Club Veg,Veggie Club Special,4,14.2,56.8,23.18,10.03,23.59,UberEats,UPI
O01887,1/9/25,January,2025,Appetizer,Macaroni,Veg Loaded Mac,2,10.11,20.22,8.9,2.2,9.12,Swiggy,Cash
O01888,1/19/25,January,2025,Beverage,Hot Drinks,Cappuccino,1,8.49,8.49,3.74,1.01,3.74,Zomato,Cash
O01889,2/18/25,February,2025,Main Menu,Sandwich,Classic Veg,1,19.94,19.94,6.4,2.04,11.5,In-Store,UPI
O01890,8/23/25,August,2025,Beverage,Juice,Mixed Fruit Juice,3,6.77,20.31,6.95,4.01,9.35,Swiggy,Cash
O01891,7/10/25,July,2025,Main Menu,Sandwich,Grilled Veg,1,17.33,17.33,5.5,2.36,9.47,In-Store,Cash
O01892,11/23/25,November,2025,Beverage,Hot Drinks,Green Tea,3,8.61,25.83,10.27,4.42,11.14,In-Store,Cash
O01893,5/12/25,May,2025,Beverage,Juice,Mixed Fruit Juice,4,5.6,22.4,8.11,3.32,10.97,Swiggy,Card
O01894,5/14/25,May,2025,Appetizer,French Fries,Peri Peri Fries,1,8.85,8.85,3.26,1.26,4.33,Swiggy,UPI
O01895,8/31/25,August,2025,Main Menu,Pizza,Peppy Paneer,2,14.26,28.52,10.64,4.84,13.04,Zomato,UPI
O01896,12/10/25,December,2025,Main Menu,Pizza,Farmhouse,1,13.92,13.92,5.5,2.66,5.76,UberEats,UPI
O01897,7/28/25,July,2025,Main Menu,Veg Mania,Veg Overload,1,15.57,15.57,6.02,1.79,7.76,Zomato,UPI
O01898,8/25/25,August,2025,Beverage,Hot Drinks,Espresso,1,5.43,5.43,2.01,1.02,2.4,Zomato,Card
O01899,12/30/25,December,2025,Appetizer,Burger,Aloo Tikki Burger,2,11.39,22.78,9.77,3.63,9.38,UberEats,Online
O01900,8/4/25,August,2025,Beverage,Hot Drinks,Green Tea,3,8.08,24.24,8.63,3.36,12.25,In-Store,Cash
O01901,6/24/25,June,2025,Appetizer,Macaroni,Spicy Mac,1,13.32,13.32,4.71,1.42,7.19,Zomato,Online
O01902,9/13/25,September,2025,Main Menu,Sandwich,Classic Veg,4,19.93,79.72,24.72,12.71,42.29,UberEats,Online
O01903,12/5/25,December,2025,Beverage,Juice,Mixed Fruit Juice,1,8.14,8.14,2.95,1.6,3.59,UberEats,Cash
O01904,9/29/25,September,2025,Appetizer,Macaroni,Veg Loaded Mac,3,12.34,37.02,14.12,7.1,15.8,UberEats,Online
O01905,8/28/25,August,2025,Main Menu,Sandwich,Cheese Chilli,1,14.48,14.48,6.41,2.09,5.98,UberEats,Online
O01906,1/12/25,January,2025,Appetizer,French Fries,Loaded Fries,2,7.59,15.18,6.51,1.62,7.05,Zomato,Online
O01907,3/9/25,March,2025,Appetizer,French Fries,Salted Fries,1,7.38,7.38,2.54,0.9,3.94,Swiggy,Online
O01908,4/19/25,April,2025,Main Menu,Club Veg,Veggie Club Special,4,13.13,52.52,17.5,7.69,27.33,Zomato,Online
O01909,7/29/25,July,2025,Appetizer,Burger,Spicy Bean Burger,1,12.99,12.99,5.45,2,5.54,UberEats,UPI
O01910,11/19/25,November,2025,Main Menu,Club Veg,Corn & Mayo Club,2,11.45,22.9,8.25,4.37,10.28,Zomato,Online
O01911,8/26/25,August,2025,Appetizer,Macaroni,Cheese Mac,1,10.34,10.34,3.2,1.41,5.73,Zomato,Online
O01912,1/2/25,January,2025,Beverage,Hot Drinks,Green Tea,1,4.01,4.01,1.63,0.75,1.63,Zomato,Cash
O01913,10/25/25,October,2025,Beverage,Hot Drinks,Green Tea,4,6.26,25.04,9.88,2.7,12.46,In-Store,Card
O01914,1/15/25,January,2025,Beverage,Juice,Mango Juice,1,4.77,4.77,1.73,0.91,2.13,Swiggy,Online
O01915,6/16/25,June,2025,Beverage,Juice,Mango Juice,2,4.53,9.06,3.25,1.79,4.02,In-Store,Cash
O01916,1/12/25,January,2025,Beverage,Hot Drinks,Cappuccino,2,6.56,13.12,4.25,2.62,6.25,Zomato,Online
O01917,5/3/25,May,2025,Main Menu,Pizza,Farmhouse,3,15.03,45.09,17.83,8.27,18.99,UberEats,Card
O01918,2/3/25,February,2025,Main Menu,Sandwich,Classic Veg,2,13.45,26.9,9.21,4.54,13.15,In-Store,Card
O01919,11/5/25,November,2025,Appetizer,Burger,Veg Cheese Burger,1,7.77,7.77,2.96,1.54,3.27,In-Store,Cash
O01920,6/19/25,June,2025,Main Menu,Sandwich,Classic Veg,3,15.56,46.68,17.2,7.5,21.98,Swiggy,Cash
O01921,1/17/25,January,2025,Beverage,Hot Drinks,Green Tea,1,8.14,8.14,2.95,1.26,3.93,In-Store,Cash
O01922,5/14/25,May,2025,Beverage,Juice,Orange Juice,4,6.48,25.92,9.49,2.83,13.6,In-Store,Online
O01923,1/31/25,January,2025,Appetizer,Macaroni,Classic Mac,3,7.71,23.13,9.6,4.54,8.99,UberEats,Online
O01924,9/19/25,September,2025,Beverage,Hot Drinks,Green Tea,1,4.56,4.56,1.68,0.7,2.18,Swiggy,Cash
O01925,5/15/25,May,2025,Beverage,Juice,Mango Juice,1,4.78,4.78,1.78,0.94,2.06,UberEats,Online
O01926,6/23/25,June,2025,Main Menu,Sandwich,Classic Veg,3,18.99,56.97,21.83,8.88,26.26,Zomato,UPI
O01927,6/18/25,June,2025,Beverage,Juice,Mixed Fruit Juice,3,4.89,14.67,4.46,1.56,8.65,In-Store,Card
O01928,6/25/25,June,2025,Appetizer,French Fries,Loaded Fries,3,10.1,30.3,10.06,3.21,17.03,UberEats,Online
O01929,5/13/25,May,2025,Beverage,Hot Drinks,Espresso,4,4.72,18.88,6.08,2.64,10.16,Zomato,Card
O01930,5/28/25,May,2025,Main Menu,Sandwich,Paneer Tikka,3,19.99,59.97,19.58,9.63,30.76,UberEats,UPI
O01931,3/23/25,March,2025,Beverage,Hot Drinks,Green Tea,4,6.93,27.72,11.01,3.63,13.08,In-Store,UPI
O01932,12/22/25,December,2025,Main Menu,Sandwich,Paneer Tikka,2,15.24,30.48,12.15,3.85,14.48,In-Store,UPI
O01933,4/27/25,April,2025,Main Menu,Sandwich,Paneer Tikka,1,15.19,15.19,5.41,1.61,8.17,Zomato,Cash
O01934,7/6/25,July,2025,Beverage,Hot Drinks,Green Tea,1,6.08,6.08,2.67,1.11,2.3,Zomato,UPI
O01935,3/21/25,March,2025,Beverage,Hot Drinks,Hot Chocolate,2,5.19,10.38,4.28,1.98,4.12,In-Store,Online
O01936,3/28/25,March,2025,Beverage,Hot Drinks,Cappuccino,3,7.37,22.11,9.03,3.99,9.09,In-Store,Online
O01937,12/9/25,December,2025,Main Menu,Club Veg,Veggie Club Special,1,16.64,16.64,6.85,3.07,6.72,UberEats,Card
O01938,3/18/25,March,2025,Appetizer,French Fries,Salted Fries,4,6.25,25,10.81,3.74,10.45,Zomato,UPI
O01939,8/24/25,August,2025,Beverage,Juice,Mango Juice,3,7.77,23.31,9.53,4.53,9.25,Zomato,UPI
O01940,1/17/25,January,2025,Appetizer,French Fries,Salted Fries,1,10.99,10.99,3.65,1.49,5.85,UberEats,Cash
O01941,10/11/25,October,2025,Beverage,Juice,Orange Juice,4,4.88,19.52,8.22,2.95,8.35,In-Store,Card
O01942,5/12/25,May,2025,Beverage,Juice,Mango Juice,2,5.41,10.82,3.88,1.17,5.77,Zomato,Online
O01943,1/21/25,January,2025,Beverage,Hot Drinks,Hot Chocolate,4,6.95,27.8,9.01,3.56,15.23,Swiggy,Card
O01944,2/2/25,February,2025,Main Menu,Club Veg,Triple Cheese Club,4,17.34,69.36,26.06,7.97,35.33,Zomato,Card
O01945,10/27/25,October,2025,Beverage,Hot Drinks,Green Tea,3,4.62,13.86,5.63,2.42,5.81,Swiggy,Cash
O01946,11/21/25,November,2025,Main Menu,Sandwich,Classic Veg,4,17.77,71.08,31.54,13.18,26.36,Swiggy,Online
O01947,9/1/25,September,2025,Main Menu,Veg Mania,Mushroom Magic,1,13.28,13.28,4.82,2.31,6.15,In-Store,UPI
O01948,1/5/25,January,2025,Beverage,Hot Drinks,Espresso,3,8.03,24.09,10.47,2.81,10.81,In-Store,Card
O01949,11/22/25,November,2025,Beverage,Hot Drinks,Espresso,1,7.96,7.96,2.7,1.22,4.04,UberEats,Online
O01950,5/19/25,May,2025,Appetizer,French Fries,Peri Peri Fries,3,12.77,38.31,14.69,5.41,18.21,UberEats,Online
O01951,5/26/25,May,2025,Beverage,Hot Drinks,Hot Chocolate,2,4.63,9.26,2.93,1.18,5.15,Zomato,UPI
O01952,12/14/25,December,2025,Beverage,Hot Drinks,Green Tea,2,5.76,11.52,4.94,1.51,5.07,Swiggy,Card
O01953,1/4/25,January,2025,Appetizer,French Fries,Loaded Fries,4,10.53,42.12,12.74,4.7,24.68,In-Store,Card
O01954,2/3/25,February,2025,Appetizer,French Fries,Cheese Fries,2,6.91,13.82,6,1.46,6.36,Swiggy,Online
O01955,11/23/25,November,2025,Beverage,Juice,Mango Juice,4,7.58,30.32,10.57,3.1,16.65,Swiggy,Card
O01956,6/7/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,2,6.42,12.84,4.77,2.26,5.81,In-Store,Cash
O01957,6/3/25,June,2025,Beverage,Juice,Mango Juice,2,6.4,12.8,4.9,2.24,5.66,UberEats,Card
O01958,7/22/25,July,2025,Main Menu,Sandwich,Cheese Chilli,1,12.19,12.19,3.73,1.37,7.09,UberEats,Online
O01959,11/1/25,November,2025,Appetizer,French Fries,Cheese Fries,3,9.22,27.66,8.45,4.48,14.73,Zomato,UPI
O01960,6/5/25,June,2025,Appetizer,Burger,Paneer Burger,3,6.69,20.07,7.1,3.17,9.8,UberEats,UPI
O01961,6/11/25,June,2025,Appetizer,Macaroni,Spicy Mac,2,6.67,13.34,4.61,2.63,6.1,In-Store,Online
O01962,7/26/25,July,2025,Main Menu,Pizza,Peppy Paneer,4,11.37,45.48,18.08,6.04,21.36,Zomato,Online
O01963,1/10/25,January,2025,Beverage,Juice,Mango Juice,4,5.31,21.24,6.57,3.52,11.15,UberEats,UPI
O01964,1/13/25,January,2025,Appetizer,Macaroni,Spicy Mac,1,12.24,12.24,3.75,1.84,6.65,UberEats,Card
O01965,11/13/25,November,2025,Beverage,Hot Drinks,Hot Chocolate,1,8.6,8.6,3.03,1.12,4.45,Swiggy,Cash
O01966,3/24/25,March,2025,Appetizer,French Fries,Loaded Fries,2,6.07,12.14,3.68,2.1,6.36,In-Store,Cash
O01967,7/19/25,July,2025,Beverage,Hot Drinks,Cappuccino,1,7.29,7.29,2.9,0.77,3.62,UberEats,Online
O01968,2/21/25,February,2025,Main Menu,Club Veg,Spicy Club,1,14.97,14.97,6.04,2.22,6.71,UberEats,Online
O01969,2/26/25,February,2025,Appetizer,Burger,Aloo Tikki Burger,3,7.71,23.13,9.05,2.56,11.52,UberEats,Online
O01970,3/19/25,March,2025,Beverage,Hot Drinks,Cappuccino,2,5.19,10.38,4.45,1.68,4.25,Swiggy,Online
O01971,6/17/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,3,7.48,22.44,7.41,3.26,11.77,Swiggy,Card
O01972,12/25/25,December,2025,Beverage,Hot Drinks,Hot Chocolate,3,7.19,21.57,6.9,3.61,11.06,In-Store,Card
O01973,6/14/25,June,2025,Appetizer,Burger,Spicy Bean Burger,3,13.4,40.2,12.99,7.21,20,UberEats,UPI
O01974,12/13/25,December,2025,Beverage,Hot Drinks,Hot Chocolate,2,4.85,9.7,3.76,1.4,4.54,Swiggy,Card
O01975,11/25/25,November,2025,Appetizer,Macaroni,Spicy Mac,4,8.56,34.24,12.1,3.45,18.69,In-Store,Cash
O01976,1/31/25,January,2025,Beverage,Hot Drinks,Espresso,4,6.14,24.56,7.74,3.13,13.69,In-Store,Cash
O01977,6/17/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,4,8.9,35.6,12.27,5.69,17.64,UberEats,Cash
O01978,2/8/25,February,2025,Beverage,Juice,Orange Juice,1,4.26,4.26,1.33,0.83,2.1,Zomato,Cash
O01979,8/28/25,August,2025,Beverage,Juice,Orange Juice,3,8.56,25.68,7.78,3.5,14.4,In-Store,UPI
O01980,8/20/25,August,2025,Beverage,Juice,Watermelon Juice,1,8.36,8.36,3.3,1.3,3.76,Swiggy,Card
O01981,10/22/25,October,2025,Appetizer,Macaroni,Spicy Mac,4,11.86,47.44,14.43,8.56,24.45,Swiggy,Online
O01982,5/31/25,May,2025,Main Menu,Pizza,Margherita,1,18.31,18.31,6.9,3.35,8.06,Swiggy,Card
O01983,8/7/25,August,2025,Main Menu,Club Veg,Veggie Club Special,4,15.71,62.84,26.98,11.56,24.3,UberEats,Online
O01984,12/7/25,December,2025,Main Menu,Club Veg,Veggie Club Special,3,15.02,45.06,17.54,7.18,20.34,Zomato,Card
O01985,6/7/25,June,2025,Main Menu,Veg Mania,Paneer Delight,4,11.23,44.92,14.21,6.38,24.33,Swiggy,Card
O01986,6/28/25,June,2025,Main Menu,Club Veg,Spicy Club,2,11.07,22.14,8.67,3.64,9.83,Zomato,Card
O01987,6/5/25,June,2025,Main Menu,Pizza,Peppy Paneer,4,18.94,75.76,26.89,13.3,35.57,Zomato,Card
O01988,1/14/25,January,2025,Main Menu,Pizza,Margherita,2,11.15,22.3,9.8,2.91,9.59,In-Store,Cash
O01989,4/17/25,April,2025,Appetizer,Burger,Spicy Bean Burger,3,12.25,36.75,16.47,5.72,14.56,In-Store,Online
O01990,4/16/25,April,2025,Appetizer,French Fries,Salted Fries,3,9.19,27.57,8.29,4.31,14.97,Swiggy,Card
O01991,10/24/25,October,2025,Beverage,Juice,Mango Juice,2,5.61,11.22,4.31,1.36,5.55,Zomato,Cash
O01992,11/6/25,November,2025,Appetizer,French Fries,Cheese Fries,3,12.28,36.84,13.92,5.34,17.58,In-Store,Card
O01993,2/16/25,February,2025,Beverage,Hot Drinks,Green Tea,1,6.78,6.78,2.85,1.04,2.89,UberEats,Cash
O01994,1/9/25,January,2025,Main Menu,Pizza,Veggie Paradise,3,14.26,42.78,13.58,6.83,22.37,In-Store,Cash
O01995,7/4/25,July,2025,Appetizer,Burger,Spicy Bean Burger,4,6.64,26.56,8.64,4.5,13.42,UberEats,Card
O01996,2/13/25,February,2025,Beverage,Hot Drinks,Green Tea,4,7.44,29.76,10.41,5.22,14.13,Swiggy,UPI
O01997,11/28/25,November,2025,Appetizer,Burger,Veg Cheese Burger,3,11.1,33.3,13.05,4.57,15.68,Zomato,Card
O01998,1/5/25,January,2025,Main Menu,Sandwich,Cheese Chilli,4,18.36,73.44,31.04,11.66,30.74,In-Store,Cash
